TissueID;229ELogical;2bLogical;2bBasalLogical;Lineage;Location;Species
KW1-E-T49;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T50;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T51;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T52;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T53;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T54;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T6;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T71;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T73;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T77;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T78;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T79;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T80;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T89;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T92;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T11;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T14;1;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T147;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T148;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T152;1;1;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T153;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T154;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T156;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T158;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T162;1;1;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T164;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T165;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T168;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T170;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T19;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T28;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T29;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T35;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T43;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T44;1;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T7;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T79;1;1;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T8;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T84;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-F-T87;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-G-T102;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-G-T114;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-G-T141;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-G-T161;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-G-T173;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-G-T177;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-G-T198;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-G-T228;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-G-T40;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-G-T42;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T113;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T12;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T136;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T138;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T141;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T145;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T150;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T156;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T16;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T160;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T162;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T163;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T174;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T178;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T21;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T24;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T28;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T33;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T34;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T39;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T42;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T47;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T49;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T52;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T70;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T79;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-H-T82;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-I-T137;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-I-T152;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-I-T66;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-I-T69;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T124;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T126;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T13;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T131;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T133;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T134;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T136;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T14;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T141;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T144;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T153;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T168;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T176;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T181;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T182;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T183;1;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T184;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T188;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T198;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T204;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T32;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T36;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T54;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T55;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T64;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T67;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T68;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T71;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T72;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T78;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T79;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-J-T81;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T1;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T109;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T111;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T13;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T130;1;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T138;1;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T42;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T70;1;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T71;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T87;1;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T90;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T92;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T93;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T94;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-K-T96;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-L-T10;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-L-T100;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-L-T106;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-L-T129;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-L-T131;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-L-T25;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-L-T38;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-L-T68;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-L-T88;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-L-T91;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-M-T102;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-M-T105;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-M-T144;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-M-T147;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-M-T150;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-M-T175;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-M-T223;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-M-T24;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-M-T60;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-M-T78;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-T31;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-T32;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-T35;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-T36;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-T46;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-T66;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-A-T101;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-A-T14;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-A-T57;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-A-T74;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-A-T76;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-A-T90;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-A-T91;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-A-T92;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-A-T96;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-C-T1;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-C-T13;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-C-T32;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-C-T34;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-C-T36;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T102;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T105;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T108;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T11;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T116;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T117;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T16;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T171;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T21;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T31;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T34;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T4;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T54;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T84;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T89;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T92;1;0;0;ABAE;Kwamang;Hipposideros abae
KW2-D-T94;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T107;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T123;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T137;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T147;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T149;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T15;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T158;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T16;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T171;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T180;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T183;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T184;1;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T202;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T205;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T213;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T23;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T26;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T38;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T5;0;0;1;ABAE;Kwamang;Hipposideros abae
KW2-E-T83;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-E-T90;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T113;1;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T126;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T131;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T132;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T133;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T144;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T157;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T162;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T199;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T216;1;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T217;1;1;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T219;1;1;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T223;1;1;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T37;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T40;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T42;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T43;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T48;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T51;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T61;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T66;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T77;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T88;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T90;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-F-T92;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T1;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T111;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T112;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T113;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T114;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T120;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T123;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T22;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T34;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T43;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T50;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T54;0;1;0;ABAE;Kwamang;Hipposideros abae
KW2-G-T59;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T11;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T112;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T115;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T121;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T17;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T19;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T28;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T3;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T30;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T41;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T5;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T7;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-H-T78;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-I-T1;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-I-T16;1;0;0;ABAE;Kwamang;Hipposideros abae
KW2-I-T41;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T107;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T113;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T117;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T133;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T137;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T175;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T19;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T24;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T61;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T63;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T64;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T71;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T73;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-J-T75;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-K-T123;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-K-T126;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-K-T132;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-K-T135;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-K-T156;1;0;0;ABAE;Kwamang;Hipposideros abae
KW2-K-T26;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-K-T29;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-K-T38;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-L-T13;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-L-T38;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-L-T56;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-L-T92;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-L-T95;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-M-T1;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-M-T43;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-M-T52;1;0;0;ABAE;Kwamang;Hipposideros abae
KW2-M-T61;0;0;0;ABAE;Kwamang;Hipposideros abae
KW2-M-T67;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-G-T222;1;0;0;C;Kwamang;Hipposideros cf ruber_C
KW1-J-T161;0;0;0;C;Kwamang;Hipposideros cf ruber_C
KW1-L-T16;1;0;0;C;Kwamang;Hipposideros cf ruber_C
KW2-F-T224;1;0;0;C;Kwamang;Hipposideros cf ruber_C
KW2-H-T48;1;0;0;C;Kwamang;Hipposideros cf ruber_C
KW2-J-T50;0;0;0;C;Kwamang;Hipposideros cf ruber_C
KW2-M-T117;0;1;0;C;Kwamang;Hipposideros cf ruber_C
KW2-M-T149;1;0;0;C;Kwamang;Hipposideros cf ruber_C
KW3-F-T11;0;0;0;C;Kwamang;Hipposideros cf ruber_C
KW3-F-T15;0;0;0;C;Kwamang;Hipposideros cf ruber_C
KW3-F-T3;0;0;0;C;Kwamang;Hipposideros cf ruber_C
KW1-B-T102;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-B-T107;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-B-T113;1;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-B-T117;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-B-T122;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-B-T141;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-B-T149;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-B-T177;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-B-T178;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-B-T183;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-B-T97;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T113;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T121;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T129;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T133;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T137;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T138;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T14;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T140;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T163;0;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T164;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T168;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T17;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T170;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T171;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T173;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T176;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T178;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T188;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T192;1;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T198;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T2;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T206;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T207;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T21;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T25;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T26;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T29;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T33;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T39;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T44;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T50;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T67;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T73;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T75;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T8;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T82;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T89;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T95;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T97;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-C-T98;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T108;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T130;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T133;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T134;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T136;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T138;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T145;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T166;1;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T170;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T171;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T185;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T187;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T189;0;1;1;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T193;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T197;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T206;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T208;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T209;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T212;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T214;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T218;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T225;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T227;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T228;0;1;1;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T229;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T245;0;1;1;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T251;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T252;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T256;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T257;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T258;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T266;0;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T269;1;1;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T272;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T277;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T286;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T290;0;0;1;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T291;1;0;0;D;Kwamang;Hipposideros cf ruber_D
KW1-D-T292;0;1;0;D;Kwamang;Hipposideros cf ruber_D
