TissueID;229ELogical;2bLogical;2bBasalLogical;Lineage;Location;Species
AT1-E-T113;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T122;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T126;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T132;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T141;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T148;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T157;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T178;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T184;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T212;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T239;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T24;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T278;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T293;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T3;0;1;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T30;1;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T39;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T55;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T58;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T6;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T9;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-E-T98;0;0;0;C;Akpafu Todzi;Hipposideros cf ruber_C
AT1-A-T19;1;0;0;D;Akpafu Todzi;Hipposideros cf ruber_D
AT1-B-T141;0;0;0;D;Akpafu Todzi;Hipposideros cf ruber_D
AT1-D-T6;0;0;0;D;Akpafu Todzi;Hipposideros cf ruber_D
FO1-A-T14;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-A-T42;1;0;0;ABAE;Forikrom;Hipposideros abae
FO1-A-T43;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-A-T58;1;0;0;ABAE;Forikrom;Hipposideros abae
FO1-A-T60;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-A-T63;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-A-T65;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-A-T79;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-D-T1;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-D-T10;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-D-T102;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-D-T114;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-D-T16;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-D-T20;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-D-T51;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-D-T6;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-D-T63;0;1;0;ABAE;Forikrom;Hipposideros abae
FO1-D-T66;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-D-T94;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-E-T17;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-E-T5;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-E-T52;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-E-T56;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-F-T1;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-F-T24;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-G-T21;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-G-T29;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-G-T30;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-G-T32;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-G-T4;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-G-T41;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-G-T48;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-H-T101;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-H-T81;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T105;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T153;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T154;1;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T2;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T27;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T31;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T32;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T37;1;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T42;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T46;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T55;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T6;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-I-T73;1;0;0;ABAE;Forikrom;Hipposideros abae
FO1-J-T16;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-J-T4;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-J-T9;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-K-T19;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-K-T39;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-L-T52;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-L-T75;0;1;0;ABAE;Forikrom;Hipposideros abae
FO1-M-T148;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-E-T109;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-E-T114;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-E-T3;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-E-T45;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-E-T65;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-E-T66;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-E-T68;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-E-T83;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-E-T91;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T10;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T103;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T12;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T29;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T3;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T30;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T31;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T32;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T37;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T39;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T49;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T83;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T88;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T92;0;0;0;ABAE;Forikrom;Hipposideros abae
FO2-F-T99;0;0;0;ABAE;Forikrom;Hipposideros abae
FO1-D-T11;0;0;0;B;Forikrom;Hipposideros cf ruber_B
FO1-D-T14;0;0;0;B;Forikrom;Hipposideros cf ruber_B
FO1-D-T17;0;0;0;C;Forikrom;Hipposideros cf ruber_C
FO1-D-T2;0;0;0;B;Forikrom;Hipposideros cf ruber_B
FO1-D-T44;0;0;0;C;Forikrom;Hipposideros cf ruber_C
FO1-D-T5;0;0;0;C;Forikrom;Hipposideros cf ruber_C
FO1-D-T52;0;0;0;B;Forikrom;Hipposideros cf ruber_B
FO1-E-T18;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-E-T48;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-E-T6;0;0;0;B;Forikrom;Hipposideros cf ruber_B
FO1-E-T65;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-E-T66;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-F-T16;0;0;0;C;Forikrom;Hipposideros cf ruber_C
FO1-F-T25;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-F-T28;0;0;0;B;Forikrom;Hipposideros cf ruber_B
FO1-F-T3;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-F-T33;0;0;0;B;Forikrom;Hipposideros cf ruber_B
FO1-F-T37;0;0;0;B;Forikrom;Hipposideros cf ruber_B
FO1-F-T38;0;0;0;B;Forikrom;Hipposideros cf ruber_B
FO1-F-T39;0;0;0;B;Forikrom;Hipposideros cf ruber_B
FO1-F-T46;0;0;0;B;Forikrom;Hipposideros cf ruber_B
FO1-G-T1;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T101;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T103;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T11;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T12;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T15;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T22;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T24;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T26;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T3;1;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T31;0;1;1;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T42;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T43;0;1;1;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T44;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T5;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T50;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T55;1;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T56;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T59;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T61;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T63;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T64;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T65;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T7;0;1;1;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T72;0;1;1;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T73;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T76;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T8;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T81;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T85;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T87;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T90;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-G-T94;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-H-T128;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-H-T16;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-H-T164;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-H-T170;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-H-T29;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-H-T67;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-H-T84;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-H-T98;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-I-T120;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-I-T92;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-J-T12;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-J-T15;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-J-T18;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-J-T21;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-J-T24;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-J-T3;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-J-T30;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-J-T36;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-J-T39;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-J-T48;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-J-T54;0;0;0;B;Forikrom;Hipposideros cf ruber_B
FO1-J-T68;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-J-T84;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-K-T24;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-K-T34;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-L-T15;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T105;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T111;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T115;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T119;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T157;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T17;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T172;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T175;0;1;1;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T30;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T33;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T42;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T45;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T48;1;1;0;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T5;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T84;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO1-M-T96;0;1;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T103;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T105;1;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T110;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T119;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T122;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T16;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T24;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T41;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T52;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T57;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T58;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T59;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T62;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T63;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T72;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T81;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T89;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T93;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-E-T95;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T100;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T102;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T107;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T108;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T110;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T111;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T118;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T119;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T128;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T142;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T148;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T151;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T152;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T155;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T157;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T158;0;1;0;C;Forikrom;Hipposideros cf ruber_C
FO2-F-T160;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T18;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T19;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T20;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T22;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T33;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T38;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T4;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T43;0;1;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T50;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T52;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T55;1;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T59;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T60;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T62;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T64;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T70;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T73;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T74;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T80;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T82;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T84;0;1;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T85;0;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T87;1;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T91;1;0;0;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T93;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T95;0;0;1;D;Forikrom;Hipposideros cf ruber_D
FO2-F-T96;1;0;0;D;Forikrom;Hipposideros cf ruber_D
KW1-B-T106;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-B-T154;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-B-T186;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T154;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T156;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T159;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T209;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T211;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T218;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T27;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T35;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T38;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T5;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T52;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T60;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T64;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T9;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T90;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-C-T94;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T105;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T110;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T115;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T119;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T129;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T140;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T142;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T144;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T146;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T15;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T151;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T154;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T155;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T158;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T16;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T17;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T172;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T177;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T179;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T182;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T191;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T2;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T203;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T21;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T216;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T217;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T22;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T220;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T222;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T223;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T23;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T231;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T235;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T24;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T247;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T250;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T26;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T265;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T27;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T28;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T296;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T307;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T311;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T313;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T314;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T324;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T326;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T333;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T338-possmixup;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T340-possmixup;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T341-possmixup;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T342;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T40;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T51;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T53;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T54;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T56;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T63;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T64;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T86;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T90;0;0;1;ABAE;Kwamang;Hipposideros abae
KW1-D-T96;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-D-T97;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T10;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T106;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T11;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T116;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T117;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T118;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T134;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T137;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T138;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T140;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T152;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T154;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T155;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T172;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T175;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T187;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T19;1;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T20;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T201;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T202;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T203;1;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T205;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T206;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T207;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T209;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T215;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T220;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T223;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T23;1;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T232;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T237;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T238;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T26;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T34;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T37;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T39;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T42;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T43;0;1;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T44;0;0;0;ABAE;Kwamang;Hipposideros abae
KW1-E-T48;0;0;0;ABAE;Kwamang;Hipposideros abae
